node_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
2046,-0.33238325,-0.53168935,-0.71935827,-0.6722756,-0.9849107,0.7940568,-0.54508334,-0.27681446,-1.2088556,-0.50333124,0.19274949,0.49102402,-0.8219312,-0.36768967,0.7769794,-0.6379306,-0.15578566,-0.16424558,-1.0257849,0.14977485,0.4216038,0.5359214,0.21390222,0.5689106,0.16045377,0.39017555,0.05560529,-0.71687084,0.48577216,0.07104799,-0.09915917,-0.09970717,0.36606804,0.20690599,0.075356886,0.9761601,0.025283977,-0.19997902,0.6586632,1.0937341,0.39061335,-0.26649204,0.87220615,0.020623837,0.44923285,0.3426378,0.41390058,-0.23753618,-0.8964951,0.25517845,0.8076879,-0.07997064,-0.37619954,-0.8747729,-0.01968409,0.3784429,0.6391164,-0.6920016,1.1035432,-0.38910854,0.92337626,1.134239,1.0095187,-0.034870613
2047,0.4380491,0.21034153,-0.00020617049,-0.32322368,-0.3042354,-0.034096397,0.37233424,-0.16101338,-0.92874897,-0.15988192,0.16303203,-0.31233555,-0.99515027,-1.0166535,1.7641759,0.057757027,0.34123406,-0.47203752,-0.80994374,0.5527256,0.098047055,-0.1784466,0.5249942,-0.73307157,-0.018205684,0.54363024,0.097609565,-0.7755883,-0.39239192,0.5298633,-0.81274605,-0.04767077,-0.5874106,-0.008302563,0.2908412,0.2380524,-0.19853066,0.78037846,0.6727752,0.78320926,-0.050419502,0.14122152,0.29588085,-1.0181621,0.56257486,-0.29152325,0.5931731,0.5125671,-0.2438816,0.07125276,-0.8652358,0.35022977,0.16391207,-0.43713728,0.18723743,0.7645133,1.6391752,-0.71630144,0.9564277,-0.4322699,0.1574689,0.91350365,-0.23148367,0.16093932
2048,0.06596756,-1.0237184,-0.573124,0.045307726,-0.6881101,1.8544122,0.0107142385,0.07930869,-0.5002628,0.29094777,-0.72163916,0.3374903,-0.64726496,-0.31883433,0.48259094,-1.263657,0.76352996,0.37681872,-0.32993582,0.16882968,0.08614638,-0.24357177,-0.13707484,-0.50363255,0.18004294,0.057330538,0.5630385,-1.168544,-0.15063235,0.5851904,0.51079404,-0.25760418,-0.6180675,-1.1205926,0.10229239,-0.08091013,0.35308358,0.6073592,-0.16478483,0.8780083,-0.1765893,0.75013477,-0.06487722,-0.8839697,0.7646582,0.0030052671,0.6393204,0.493869,-0.33144662,-0.8532405,-0.36691946,-0.050070804,-0.40501413,-0.49945486,1.3382577,0.36107367,0.626677,-0.118884586,-0.16922124,0.8469493,0.71627915,0.48341858,-0.25636905,0.9309844
2049,0.93062806,-0.15841968,-1.2019688,-0.6299904,-0.12697773,0.36308727,-0.37850854,0.10019305,-0.69095784,0.0062322947,-0.6147456,0.17676361,-0.63730526,-0.30527052,0.64755625,-0.06065683,0.65087706,0.7808424,-1.19994,0.62932444,-0.24577431,-0.096832395,-0.17639907,-0.53860444,0.16387857,0.09084406,0.33236426,-0.085886806,0.45091614,0.003991063,1.1106688,-0.9436764,0.03371878,0.057602342,0.6368208,-0.09363359,0.35258222,0.43152893,0.15549658,0.6959709,0.113527656,-0.31865445,0.27002493,-0.752474,0.65725,0.13799328,2.0075998,0.49317825,0.16594568,-0.08331959,-0.2620173,1.0013309,-0.44203392,-0.20627037,-0.55983394,0.015808929,0.72236824,-1.5071433,0.39958918,-0.32861027,0.51790774,0.0715732,-0.56681526,0.58163834
2050,0.08473702,-0.7282243,-0.5943133,-1.0758463,0.18741938,1.8014102,0.043083966,-0.7204236,-0.21435694,0.2693622,1.2019024,-0.10111537,-0.38974455,0.06478302,-0.058482476,0.10071176,0.66250503,0.3770716,-1.0544056,0.36782876,0.26740235,-0.23734595,0.46139932,-0.5801813,0.5450665,0.4476741,-0.57702184,0.0026254498,-0.43071988,-0.31506154,0.71890086,0.44032338,-0.2774431,0.72526884,-0.4874125,0.34487614,0.042486798,0.4826129,-0.0029400378,0.6192258,0.10886197,0.6940577,0.17408647,-0.5500005,0.6996342,-0.90177184,-0.42221394,0.73489314,0.5913673,-0.20998862,0.52902925,-0.04607189,-0.4383456,-0.308268,0.36762336,0.48870555,0.31511852,-1.4518554,0.09255387,-0.43314406,0.4653581,1.2670861,0.16512924,0.84813106
2051,-0.7332928,-1.079066,0.007859581,-0.088648096,-0.38142478,1.4672382,-0.82871103,-0.16576204,-1.1074145,0.32160765,-0.6443616,-0.040928096,-0.7521805,-1.3400326,0.6193755,1.4014558,0.17970794,1.3380175,-0.88778013,-0.5729348,-0.19379646,-0.36500978,-0.8480632,-0.33319527,0.32963634,0.18246013,-0.27248716,-0.73996395,-0.41437796,-0.35944924,-0.28800312,0.32681844,-0.073160514,-0.64988214,0.01189437,-0.05589887,0.1806421,-0.3017517,0.56608135,0.198702,-0.23870173,0.47297764,0.5949062,-0.5677546,0.18153715,0.06379578,0.13996463,0.4308233,-0.56696963,0.20251995,0.24005295,-0.22066097,0.43381083,-0.8851102,-0.08398688,-0.39899045,0.3835871,-0.74126613,0.43998966,-0.64856446,0.29391846,0.69231224,-0.3414153,0.78618616
2052,0.19740859,-0.654643,-0.09506242,-0.31052044,0.5460474,1.0311716,-0.06893229,-0.6742335,-1.4829493,0.03660612,0.032717075,-0.011639438,-0.9258444,0.012401752,0.0035822212,-0.2598536,-0.53037417,0.7981162,0.39364237,-0.85368824,-0.45219293,-0.53118265,-0.60533,0.52398604,-0.0847372,-1.0169582,-0.44199648,-0.46844497,-0.56781596,0.296242,0.04693301,0.45811498,-1.0693058,0.18316618,-0.35620672,0.19906509,0.8053531,0.535844,-0.14478877,0.99912536,0.4343671,-0.4359177,-0.10892402,-0.6063693,0.52428955,-0.7687283,0.52380735,-0.3263148,-0.07445473,-0.61369556,0.81335026,0.929484,-0.31892374,-0.47774792,0.58633775,0.03270211,0.16228652,-1.1989367,0.028904846,0.35930213,1.228047,1.1916243,0.6048796,1.115658
2053,0.74678636,0.108541645,-0.14257945,0.19359738,-0.07254512,0.2980449,-0.6673321,-0.07288329,-1.4494851,-0.26760525,-0.29820082,-0.3398383,-0.8194749,-0.33575025,1.5212926,-0.050192203,-0.27968922,-0.20105664,-1.0919763,0.5915456,-0.04448906,-0.7081588,-0.21878108,-0.7520571,0.1601738,1.0265918,0.28996703,-0.26603973,-0.39680922,1.3441588,-0.2752426,0.4597219,-0.5352669,0.09693112,0.7731946,-0.037304964,0.07032459,0.5601813,0.6582292,1.0269725,-0.172449,0.17159301,-0.122591585,-0.6643174,0.5237893,0.07932423,0.5554646,0.05040514,-0.42864442,-0.031830497,-0.10894017,-0.09538586,-0.41666707,-0.46279994,-0.30323887,0.23913734,1.0865148,-0.45608154,1.5063927,0.18159938,0.7140241,1.0517104,-0.76714295,0.264517
2054,0.66139996,-0.91739726,-0.8005819,-0.29177526,0.5282949,0.091682784,-0.3752793,0.46337855,-1.6497002,-0.13017435,-0.21943952,-0.4671276,-1.6799887,0.10648492,0.38166144,-0.40493315,0.41503176,0.47964036,-0.41311908,1.3741395,-0.92919034,-0.21633524,-0.07500044,0.57834095,-0.18321925,-0.2674463,0.42760164,-0.07661111,-0.9550453,0.046241347,-0.044997614,0.5028337,-0.47115543,0.354142,0.26345307,-0.018296579,-0.039935324,0.87577546,-0.8461222,0.5245308,0.83198375,0.7122503,0.6191664,-0.1774687,0.7381474,-0.29217747,0.37665844,-0.23271956,-0.13779403,0.100449696,-0.17456138,1.0001847,0.5228224,-0.7566883,0.09333255,-0.8020771,1.2215582,0.15526919,0.24546698,0.29878014,0.69362426,-0.05647784,-0.6935297,0.46194997
2055,0.5868677,-0.20429207,-1.4162397,-0.6540268,-0.117520414,1.0088116,-0.02877536,0.20179683,-1.952998,0.7845501,-0.4553889,0.6723926,-1.1152568,-0.17887239,-0.43417782,-0.5562602,1.1491144,1.1577057,-0.92734283,0.20456605,0.32188648,-0.38946265,0.92786205,-0.6083909,0.21713631,-0.6221203,-0.037424657,-1.1600873,0.009453235,-0.565214,-0.7898362,-0.13014598,-0.4579426,0.1003228,0.14672932,-0.45693278,0.6132709,-0.80355865,0.45573232,0.30898032,0.4794083,-0.46004266,-0.8348591,-1.0607107,-0.07805862,-0.5078025,0.17827088,-0.023296598,-0.066530734,-0.18058518,0.3456165,0.12031358,-0.11420295,-0.98567873,-0.101866625,-0.22332841,0.123946816,-0.05820507,0.66577065,0.11178769,0.66730964,-0.20011804,-0.19727859,0.37509957
2056,0.32882068,-0.1797148,-0.34513748,-0.5131348,0.016936112,0.06390102,-0.120003104,-0.5679883,-1.2926252,0.014262886,0.22138038,1.0264555,-0.98059815,-0.43231732,-0.64298475,-0.20676845,0.46528265,0.57694674,0.305618,1.0612115,-0.018828548,0.62569267,-0.84098905,-0.38306418,0.30479902,-0.1577681,0.06606289,-0.067236796,0.7053616,0.10759093,0.71797246,0.843027,-0.9956239,0.72874206,-0.3525323,-0.3069211,-0.67003286,0.7640881,0.9817195,-0.25328118,-0.49435925,-0.69094914,0.287892,-0.50997627,0.23121722,-0.2077814,-0.47050282,-0.26945612,-0.6970547,0.1285183,0.7827332,0.35833517,-0.881757,0.24685237,0.29446715,-0.0713167,0.6870024,0.06539604,1.7894058,-0.8256923,0.5699241,0.76992565,-0.0464176,1.3555707
2057,0.48886508,-0.5179688,-0.11071409,-0.6217635,-0.16713032,1.0906483,0.09792686,0.17060274,-1.9463582,-0.44319183,0.22520462,0.050398383,-0.93578184,-0.8132216,0.07091906,-0.418408,-0.73302907,0.47723943,-0.017301587,0.05519026,0.091862656,-0.17995456,-0.8246818,-0.8480579,-0.77370894,-0.06786719,-0.9752523,-1.2626648,0.96158105,-0.033145893,0.59340876,-0.054012597,-0.53025806,0.18181501,0.66638887,0.0045272224,0.26915038,0.14602982,-0.26985356,0.35255688,-0.72959566,0.027091995,0.72840846,-0.9486959,0.13617209,-0.96855694,-0.44797748,-1.2747561,0.8220263,-0.047569487,0.19882272,0.5461691,-0.34001875,-1.0485867,0.27038535,0.24465764,0.054557174,-0.14704238,0.36718002,-0.039304256,1.591762,0.79447603,0.00036449273,-0.059739105
2058,0.18235521,-0.9662146,-0.28877598,-0.3912296,0.13888693,1.1127015,-0.43334633,-0.50076866,-0.690774,-0.44969124,-0.15270555,0.16147463,-0.764923,-1.270889,0.1489997,-0.684895,0.43721685,0.22617446,0.019028919,0.094727665,0.03446446,0.62426144,-0.11568221,-0.45570356,-0.047298435,-0.33418438,0.11868426,0.09941433,-0.1366777,-0.5143167,-0.37835974,-0.13297005,0.7994306,0.47154832,-0.39427125,0.7598843,0.87421244,-0.9205435,0.6405547,1.0724795,0.062392287,0.9925353,-0.041888516,-1.86311,-0.5592224,0.049485363,-0.25867838,0.49566293,-0.68200356,-0.32554197,0.18883371,1.2219576,0.20586742,-0.5647778,0.066519916,0.62644166,0.72406673,0.3148452,0.28764185,0.31552148,1.2573174,0.9313734,-0.17705284,0.21328433
2059,-0.47661978,-0.6485779,-0.058442425,-0.26683933,0.9714756,0.68010336,0.20292616,0.41696215,-1.0886083,-0.014750373,0.9891293,0.8405826,-0.60022855,-0.7228704,0.6623145,-0.67733884,0.7428087,0.943627,-0.754153,0.7479017,0.39224222,-0.4610866,-0.3959116,1.3916221,0.53424203,-0.013054048,0.12764312,-0.40138963,-0.39760238,0.55513,-0.068862714,0.5593944,-0.5513114,0.14449091,-0.7070398,-1.2996037,0.3826645,0.6835283,0.22777885,0.71935636,-0.3059228,0.299012,-0.68109596,-0.8402675,0.4047009,0.19172154,0.26285425,-0.097637765,0.07317641,0.052803107,0.15186393,0.53847545,-0.076020196,-1.4597641,0.39304462,0.44321588,1.3724562,0.076798186,0.7214844,-0.55258924,0.83136135,0.9117456,0.22605537,0.80117154
2060,0.66029495,-0.025164893,0.0152571965,0.30885684,-0.24068917,0.50294465,-1.2684779,-0.0705595,-1.3202021,-0.3898638,0.21153136,0.5918316,-1.5571761,-0.55991244,0.017569786,0.36527377,-0.19891565,0.2458069,-0.040960968,0.12158351,-0.31644544,-0.7900862,-0.6000945,-0.45485365,-0.34730077,-0.07191905,-0.65439063,-0.5740897,-0.26842573,0.20408882,-0.79998755,-0.47821024,-0.08062039,0.82788044,0.15195721,-0.23987956,-1.1580465,0.19002388,0.5878467,-0.09231098,-0.6247439,-0.72645247,-0.3977379,-0.4949114,-0.17108272,-0.24009767,-0.37002,-0.06527742,-1.1151823,-0.17854619,-0.6379308,1.0032796,-0.8048327,-0.18185534,-0.05015754,0.8140092,0.2937418,-0.21743658,1.0004557,0.11103304,0.84972566,1.0039123,0.3833202,0.9601849
2061,-0.021465573,-0.53302026,-1.0580543,-0.18963912,0.6608391,1.1792493,-0.8267257,0.46645355,0.033719476,0.32658947,-0.111024596,0.5455534,-0.9083664,-0.5427903,0.07646639,0.4049472,0.16397333,0.56049037,-0.3618516,-0.2954586,0.048443675,-0.33038726,-0.5508866,-0.28385764,-0.9431558,1.3358256,-0.503877,-1.0604419,0.43244728,-0.20274122,-0.2552553,-0.104859956,-0.6954808,-0.111183174,0.728352,-0.9928771,-0.14261116,0.4911717,0.2542297,0.6074358,-0.8743907,0.7893889,0.8956232,-0.51019895,-0.2498014,-0.059117872,0.31278837,0.22128388,-0.42832842,-0.189741,-0.7321267,0.97289306,0.023886187,-0.28314608,0.40111,-0.30149865,1.1429125,-0.5633113,-0.1952403,0.031873316,0.36416832,0.41604632,0.3149151,0.52359885
2062,0.46833998,-0.8275162,-0.63375366,-0.47980577,0.36678806,0.077220805,0.586876,-0.4692507,-1.7600814,0.34835213,-0.1921918,0.3059756,-1.3328146,0.18701893,0.059673127,-0.21890445,0.71024865,0.023150673,-0.7119673,1.0225033,-1.1766036,-0.74523896,-0.18799238,0.3673706,-0.14748274,0.028266583,0.9162427,-0.48565447,-0.5990069,0.44655985,0.7589261,0.76133734,-0.104894616,0.5220011,0.6773687,0.58934754,-0.41280589,0.7859961,-0.061469372,-0.17719539,0.3595349,0.033575688,0.31735775,-0.28893661,0.5631154,0.38990209,0.06369438,-0.59910816,-0.31452712,0.012045627,0.21383786,1.6880463,0.041054763,-1.105613,0.37357283,-0.24640964,0.5931864,-0.22291085,-0.032411095,-0.3601675,0.46480647,0.044484153,-0.41359502,0.6269346
2063,0.45916307,0.27141923,-0.058345586,-0.9074273,0.10779366,0.45699912,-0.14796866,0.39033267,-1.3888743,0.35641116,-0.3624645,-0.1992896,-1.0061042,-1.6363139,0.7022904,-0.11388781,0.06782138,1.5651323,-1.3147835,0.6152465,0.57406825,0.46174023,-0.0930069,-0.5398467,-0.32093388,-0.38768315,0.48488685,-0.22806543,0.28002995,0.14555727,0.6251023,-0.552045,-0.036432963,0.40550944,0.2546354,0.23832133,0.3836341,0.6271791,0.18556169,0.5194847,-0.5848864,-0.5368263,0.18198632,-0.6599439,-0.38743576,0.45866752,0.7089492,-0.23135105,-0.3256871,-0.8776502,0.04412669,-0.25051522,-0.04480376,-0.2752927,1.0951746,-0.0410173,-0.06424924,0.032517556,0.2894064,0.5017856,0.6681819,0.80328214,0.15959875,1.1363169
2064,0.95609754,-0.34036878,-1.0062222,-0.4299709,-0.5625356,0.81273204,-1.008246,0.1571749,-0.3129349,0.15521121,1.2287571,0.17314623,-0.81311435,-0.5197201,-0.20299107,-0.3497866,0.19716232,0.39210272,0.53021306,1.4200518,0.4139081,0.56606656,0.7818171,-1.124049,0.7311947,-0.49538618,-0.1763155,-0.7764891,0.37403467,0.31460565,0.38234472,0.4433486,0.11551421,-0.034318693,0.18792637,0.5331249,0.63116324,0.9524209,0.44126332,0.18467213,-0.61707383,-0.14562544,-0.013686857,-1.07097,0.7149793,-0.24991705,-0.27042428,-0.053803127,0.0157708,-0.50947994,1.1585013,1.2737429,0.9757207,-0.3452126,0.6403098,-0.59078646,-0.0752434,0.14267619,-0.30119094,-1.0236379,0.66892326,0.47010538,0.044530127,0.5041738
2065,-0.18311906,0.4596273,-1.0259507,-0.2165616,0.0812191,1.0128291,-0.51927406,-0.103509255,-1.0152063,0.52188313,-0.89624685,-0.40587425,-1.0478584,-0.9544589,0.7936597,-0.69340897,1.020169,0.202945,-0.5654028,-0.009276877,-0.1422144,0.071426116,-0.41406223,0.08978806,-0.4317898,0.88347006,0.07444773,-0.7850564,0.14501904,-0.3570715,0.019845275,-0.16795067,-0.61104244,0.44861317,-0.21399724,0.26423192,0.20577846,-0.30781978,0.10792744,-1.0099462,-0.2641243,-0.35619012,0.113896646,-0.060224086,0.054806847,-0.26492104,-0.3331163,0.4781921,-0.014813407,-0.09028828,0.5276752,0.5359637,-0.66542745,-0.4133567,-0.10555878,-1.2102503,0.5887425,-0.8318139,0.63899714,-1.368022,0.5441193,1.3516906,0.26026037,1.4717015
2066,1.736427,-0.6710018,-0.65799844,-0.07908841,0.8118828,0.15271297,-0.6274601,0.20916513,-0.85300887,0.04845153,0.012826359,-0.23685259,-0.35777113,-0.6695792,0.6910872,0.18823877,-0.49862722,0.11129876,-0.3305343,1.1963761,-0.43523738,0.31240416,-0.8368256,0.010907547,0.078446686,0.6197032,0.49854693,-1.2774637,0.035208043,-0.4502356,-0.39266545,-0.5443337,-0.7124506,0.33804616,0.5114443,0.42006728,0.07376069,0.49911287,0.6432514,-0.20022517,0.52092427,0.4683479,0.8558305,-1.0597355,-0.027360616,-0.42514548,0.8474632,0.6135869,-0.009383141,-0.5465753,0.76265186,0.23882328,0.51700795,-0.89880484,0.5250796,0.11692889,-0.6154085,-0.7850706,0.43486467,-0.50073254,0.69708425,0.034276925,-0.51906043,0.52756894
2067,0.024413172,-0.5809955,-0.90920174,-0.7001605,-0.54536086,1.1457222,-0.5648188,-0.9033355,-0.7625507,1.2461984,0.38905454,-0.70451874,-0.19349036,-0.27660584,0.41281313,0.17096494,0.05518712,0.056375112,-0.06268789,0.7808019,0.111791804,0.15351075,-0.04882254,0.30524266,-0.47103718,-0.83239466,0.069889896,-1.3192859,-1.2087638,-0.37689537,-0.18351446,-0.5062938,0.20259142,-0.24346739,-0.9134135,-0.451067,0.43411276,1.9991385,0.3592473,0.51362467,-0.788547,0.4705377,-0.09507923,-0.036525507,0.46289238,0.15123092,0.55916333,-0.38026884,-0.55332065,-0.33467495,0.48242122,-0.107762486,0.01355902,-0.9947669,0.015462449,0.42556545,0.5840871,-0.56519556,0.16058795,0.084298976,0.33027396,0.8396156,-0.19112228,0.24087542
2068,1.1446645,-1.2617003,-0.34535295,-0.7478332,0.030468885,0.47957298,-0.20227765,0.3392904,-1.3627924,0.056864746,0.9066511,0.31767184,-1.2320256,-0.15926921,-0.16019459,-0.46561155,0.3081644,0.9614482,-1.1685098,0.51614213,-0.59164685,-0.026920302,-0.4098687,0.26489732,0.7244755,0.6336138,0.6313676,0.7198825,0.17953382,-0.7866649,0.13792813,0.6961934,-0.1355931,-0.20565483,-0.50087875,-1.0716357,-0.42733663,0.3769842,0.36486062,-0.0150003955,0.02614018,-0.16315897,0.34027946,-0.14562887,0.52843726,-0.090662606,-0.5771224,0.90111095,-0.17883152,0.35062113,-0.27996558,0.7717855,0.42411742,-0.03072261,-0.35292825,0.3975267,1.3038414,-0.5030407,-0.23283306,0.027747998,0.80294263,0.3439122,-0.11182458,0.37808645
2069,1.1146793,-1.0091144,-0.38959432,-1.0424446,0.58073527,0.5398039,-1.2546732,0.838274,-0.5441188,0.38147232,0.7487953,0.838502,-1.0031753,-0.8229427,0.21683055,-0.0052529518,0.031826135,-0.098024994,-0.5101218,0.3961188,-0.26753613,-0.17055559,-0.5276945,-0.2715336,-0.44991732,-0.26749057,0.34171188,0.21947153,-0.2505046,0.21849117,-0.2924632,0.69030964,-1.1666812,-0.36355698,0.031110834,-1.2476779,0.51728004,0.78789735,0.7457294,0.05133332,-0.9143652,0.7272053,0.409285,-1.0455819,0.19250043,0.4519943,-0.7155901,-0.3777003,-0.3706694,-0.12519908,-0.22308868,1.0995641,0.38648185,-1.2570417,0.029042793,-0.20974636,0.28510836,-0.2586371,0.6208629,-0.3256688,0.040403526,0.76196337,-0.12945366,-0.13685577
2070,1.4886502,-0.6621722,-1.388417,0.08450273,0.32499316,0.87838775,-0.009037877,-0.45067585,-0.49741042,0.047982544,-0.11098581,-0.04923436,-1.41092,-1.4094188,0.4250069,-0.41839692,-1.0304824,-0.040013924,-0.6944823,0.41399783,-0.2025323,1.0498062,-0.42437145,0.047293168,-0.08030258,-0.0076484303,1.0459285,-0.54085207,-0.37459025,0.57617027,-0.2776904,0.06883206,0.04773404,-0.75126463,-0.11262527,-0.8229068,0.04497883,0.18289794,0.86587685,1.0851868,-0.47444984,-0.6251277,-0.8640282,0.39284176,0.65574425,-0.8503986,-0.56132966,0.009468303,0.61437905,0.096106015,0.7350498,0.32733056,-0.03308283,-0.9178852,0.11126097,-0.36276945,0.47863615,-0.45546812,-0.0776421,-0.39591274,0.8497937,0.6464787,-0.20390743,0.8670791
2071,1.3955545,0.15629572,-0.8117863,-0.0018458313,-0.33770034,0.91971725,-1.2461592,-0.4194544,-0.6746297,-0.49561673,-0.1138229,-0.36646968,-1.1433756,-1.1391778,0.5367804,-0.0013336765,0.16722287,0.77788645,0.30586118,-0.2805483,0.07572858,0.43835112,-0.98356545,0.42192093,-0.7403335,-0.5295159,-0.3387643,-0.56387615,0.06277874,-0.33073172,-1.2937511,0.6176992,-1.3409957,0.10939771,-0.0758328,-0.13806912,-0.6818068,0.6734654,0.39656258,-0.31471753,0.23635297,0.1498937,0.38491744,0.18328181,0.24493758,-0.4699612,-0.33418953,0.85257494,0.13767108,-0.023129096,0.4530747,0.01462519,0.11585016,-0.45992333,-0.0682183,0.94673514,0.9144924,-0.22115044,0.676585,-0.18335585,0.5727654,1.1211741,0.23294337,-0.035095476
2072,0.36347118,-0.27199957,-0.39527875,-0.61526626,0.22134964,0.39642248,-0.39586943,0.56830454,-0.686155,0.1821408,0.5214752,0.78717184,-0.12680945,-0.7099006,0.76545984,0.15316018,0.56563336,0.9868579,-0.5426489,0.978874,-0.3824289,-0.023305723,-0.38722906,-1.0167942,-0.46020797,-0.013712749,-0.48135015,0.27689224,0.31878188,0.19204044,0.8122594,0.45238903,-0.1533909,0.4611296,0.65306616,-1.0597949,-0.32789186,0.860453,0.93850785,0.8221097,0.38715827,0.420277,0.13003986,0.19969079,0.39529932,-0.5998199,-0.023447232,-0.07788251,-0.814517,0.7718709,1.1085474,0.16366374,-0.17934635,0.42761666,0.43362692,0.7804257,0.7236172,-0.5370968,0.3570558,0.35293227,1.4424056,0.7953122,-0.114199035,0.5529771
2073,0.2990094,-1.119619,-0.80785024,0.028554622,0.060274802,1.3284183,-0.8875277,-0.4099034,-0.7007924,-0.1915616,-0.12924568,-0.33986437,-1.007943,-1.5072997,1.1202068,0.36538061,0.27580947,0.12440733,0.55963725,0.65252215,0.2234097,-0.2753808,0.20686008,-0.1290675,-1.1595446,-0.19348466,-0.36307633,-0.63790137,0.46699938,-0.1646747,-0.5290021,0.3454472,-0.78297776,-0.35511637,0.24477279,-0.86548036,-0.8900976,-0.46246752,-0.23715232,0.14511073,-0.8629626,-0.38075855,-0.18679036,-0.09413078,-0.23185831,0.2569416,0.70427006,-0.2644555,-0.809905,-0.81904066,0.50865525,0.81877875,0.025127742,-0.0897622,-0.32808265,0.17962797,0.73017454,-0.2680274,0.7932302,-0.27943996,1.4412026,0.6723167,-0.18363361,-0.23583905
2074,0.75663835,0.16305843,-0.7296062,-0.7476731,-0.72747093,0.8531639,-0.4638851,-0.23821132,-0.5369404,0.25273046,0.730291,-0.29958102,-1.1002853,-1.3794844,-0.40106553,0.11218504,-0.13099097,0.6407378,-0.24450517,0.67996824,-0.8335079,0.41977227,-0.3987546,0.45357078,0.22392327,-0.29969522,-0.6125542,-0.3524705,0.7835786,-0.18595605,-0.52545714,-0.89318013,-0.39760655,-0.55940205,0.31418777,0.25025722,0.44689876,-0.6680127,0.63480234,0.5738914,-0.69410574,-0.06941563,-0.44779947,-0.3484856,0.53082865,-0.8194309,0.88435996,-0.039982494,-0.06527,-0.003515003,-0.40449888,0.15011497,0.47066155,-1.0009989,-0.09777648,0.18667224,1.0127721,-0.36445385,1.3778093,-0.51071423,1.0749872,-0.21404414,-0.18761672,0.10749026
2075,-0.19338515,-0.6386629,-0.76997113,-0.70080453,-0.7437402,0.497553,-0.0510862,-0.052486077,-0.89497596,0.5655869,0.53141636,-0.79189116,-0.3322341,-1.2448875,0.57176536,-0.31620353,0.76140577,0.8726519,-0.53199637,-0.24208038,0.43588936,-0.13835444,-0.3755628,0.4215386,-0.4268045,-0.31122693,0.11051955,-0.07611647,0.06878758,-0.98227096,-0.33220485,0.38032445,-0.39208883,0.40798503,0.21806,-0.7297252,1.0331401,0.9391574,-0.50857794,-0.017847814,-0.23209704,0.3954507,-0.11788593,-0.032923497,0.55238014,-0.72746307,-0.13858028,-0.3049145,0.38551176,0.7392473,-0.62880737,-0.081231244,0.8133236,-0.82014483,-0.113146506,0.017518898,0.90462875,-0.715944,1.1540277,-0.7089751,1.2862091,1.0749291,-0.20195861,-0.021751102
2076,1.1838474,-0.5765768,-0.5604678,-1.0510961,-0.30692816,1.0066161,-0.25882068,-0.16523507,-0.64297456,-0.45678633,-0.37049004,0.65945596,-0.63176924,-1.1800188,0.7870317,-0.49582094,-0.17866576,-0.2016481,-0.99304116,0.56406426,0.65328074,-0.48204985,-0.44102696,0.08276061,0.14225861,0.035913467,-0.8196413,-0.7886167,0.046968978,0.8614267,0.27391982,0.73738223,-0.72329986,0.7460257,-0.20094128,0.5887454,1.2941384,0.13793027,0.60362285,0.5457743,0.003147323,-0.17998211,0.18398622,-0.28025737,0.6148895,0.060020637,-0.32800037,-0.3173343,-0.34099606,0.26389506,-0.22046556,0.666401,-0.18661796,-0.08544565,0.38724658,-0.23428552,0.09340334,-0.7169833,0.068349995,0.4362782,-0.39214465,1.5321847,-0.14047985,0.43191543
2077,0.7037137,-0.83475024,-0.8283735,-0.2536603,-1.1052068,1.552361,-0.9324254,0.10901899,-0.5903858,0.7345837,-0.054468516,0.1036005,-0.7250699,-0.3316369,-0.1326672,-0.92799455,0.11711141,0.18083252,-0.4522154,0.8927686,-0.14567463,0.304229,0.25766733,0.8734961,-0.40735784,-0.15258679,0.8696847,-0.5094563,0.13212949,-0.14842442,-0.47948277,0.32355395,-0.8708126,0.7717171,0.46094826,-1.0038999,0.37532014,0.23187564,0.33016875,0.5790776,-1.5668094,0.01290671,0.48365444,-0.54479295,0.53402627,0.35820267,0.94640803,0.50479525,0.13535967,-0.02883626,0.1255387,0.48317307,-0.2578854,-0.21613088,-0.7108149,0.06706135,-0.45791185,-0.6130512,-0.040798616,-0.37443897,0.80233836,0.14900741,0.43199915,0.5700161
